NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,1967,2204550,Guaribas - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204550,Guaribas - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204550,Guaribas - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2853,2204550,Guaribas - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,940,2204600,Hugo Napoleão - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,900,2204600,Hugo Napoleão - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204600,Hugo Napoleão - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204600,Hugo Napoleão - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1516,2204600,Hugo Napoleão - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,550,2204659,Ilha Grande - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,550,2204659,Ilha Grande - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204659,Ilha Grande - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204659,Ilha Grande - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2873,2204659,Ilha Grande - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,7600,2204709,Inhuma - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,7600,2204709,Inhuma - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204709,Inhuma - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204709,Inhuma - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,18020,2204709,Inhuma - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1658,2204808,Ipiranga do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1658,2204808,Ipiranga do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204808,Ipiranga do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204808,Ipiranga do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2821,2204808,Ipiranga do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,3330,2204907,Isaías Coelho - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3330,2204907,Isaías Coelho - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2204907,Isaías Coelho - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2204907,Isaías Coelho - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2314,2204907,Isaías Coelho - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6247,2205003,Itainópolis - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6247,2205003,Itainópolis - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205003,Itainópolis - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205003,Itainópolis - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,4166,2205003,Itainópolis - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,10113,2205102,Itaueira - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,10113,2205102,Itaueira - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205102,Itaueira - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205102,Itaueira - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,22165,2205102,Itaueira - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1456,2205151,Jacobina do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1276,2205151,Jacobina do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205151,Jacobina do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205151,Jacobina do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1611,2205151,Jacobina do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5135,2205201,Jaicós - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3435,2205201,Jaicós - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205201,Jaicós - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205201,Jaicós - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,4136,2205201,Jaicós - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1048,2205250,Jardim do Mulato - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,864,2205250,Jardim do Mulato - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205250,Jardim do Mulato - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205250,Jardim do Mulato - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1997,2205250,Jardim do Mulato - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1731,2205276,Jatobá do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1731,2205276,Jatobá do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205276,Jatobá do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205276,Jatobá do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,9667,2205276,Jatobá do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,619,2205300,Jerumenha - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,619,2205300,Jerumenha - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205300,Jerumenha - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205300,Jerumenha - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1163,2205300,Jerumenha - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,622,2205359,João Costa - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,622,2205359,João Costa - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205359,João Costa - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205359,João Costa - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2452,2205359,João Costa - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1910,2205409,Joaquim Pires - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1910,2205409,Joaquim Pires - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205409,Joaquim Pires - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205409,Joaquim Pires - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2828,2205409,Joaquim Pires - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,675,2205458,Joca Marques - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,654,2205458,Joca Marques - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205458,Joca Marques - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205458,Joca Marques - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1534,2205458,Joca Marques - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,7774,2205508,José de Freitas - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,7774,2205508,José de Freitas - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205508,José de Freitas - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205508,José de Freitas - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,75229,2205508,José de Freitas - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1622,2205516,Juazeiro do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1622,2205516,Juazeiro do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205516,Juazeiro do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205516,Juazeiro do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1125,2205516,Juazeiro do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1187,2205524,Júlio Borges - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1187,2205524,Júlio Borges - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205524,Júlio Borges - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205524,Júlio Borges - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1336,2205524,Júlio Borges - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,3488,2205532,Jurema - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2582,2205532,Jurema - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205532,Jurema - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205532,Jurema - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1734,2205532,Jurema - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,369,2205540,Lagoinha do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,369,2205540,Lagoinha do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205540,Lagoinha do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205540,Lagoinha do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,862,2205540,Lagoinha do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,925,2205557,Lagoa Alegre - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,925,2205557,Lagoa Alegre - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205557,Lagoa Alegre - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205557,Lagoa Alegre - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2706,2205557,Lagoa Alegre - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1956,2205565,Lagoa do Barro do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1956,2205565,Lagoa do Barro do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205565,Lagoa do Barro do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205565,Lagoa do Barro do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,931,2205565,Lagoa do Barro do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1461,2205573,Lagoa de São Francisco - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1461,2205573,Lagoa de São Francisco - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205573,Lagoa de São Francisco - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205573,Lagoa de São Francisco - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2451,2205573,Lagoa de São Francisco - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,815,2205581,Lagoa do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,815,2205581,Lagoa do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205581,Lagoa do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205581,Lagoa do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1758,2205581,Lagoa do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5008,2205599,Lagoa do Sítio - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5008,2205599,Lagoa do Sítio - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205599,Lagoa do Sítio - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205599,Lagoa do Sítio - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3801,2205599,Lagoa do Sítio - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,8783,2205607,Landri Sales - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,8783,2205607,Landri Sales - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205607,Landri Sales - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205607,Landri Sales - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,85298,2205607,Landri Sales - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,12742,2205706,Luís Correia - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12742,2205706,Luís Correia - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205706,Luís Correia - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205706,Luís Correia - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,24693,2205706,Luís Correia - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,2755,2205805,Luzilândia - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2755,2205805,Luzilândia - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205805,Luzilândia - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205805,Luzilândia - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3884,2205805,Luzilândia - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,865,2205854,Madeiro - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,865,2205854,Madeiro - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205854,Madeiro - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205854,Madeiro - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1689,2205854,Madeiro - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,794,2205904,Manoel Emídio - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,794,2205904,Manoel Emídio - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205904,Manoel Emídio - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205904,Manoel Emídio - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1615,2205904,Manoel Emídio - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,3536,2205953,Marcolândia - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3410,2205953,Marcolândia - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2205953,Marcolândia - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2205953,Marcolândia - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,26005,2205953,Marcolândia - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,414,2206001,Marcos Parente - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,414,2206001,Marcos Parente - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206001,Marcos Parente - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206001,Marcos Parente - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,934,2206001,Marcos Parente - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1659,2206050,Massapê do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1050,2206050,Massapê do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206050,Massapê do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206050,Massapê do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,248,2206050,Massapê do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1123,2206100,Matias Olímpio - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1123,2206100,Matias Olímpio - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206100,Matias Olímpio - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206100,Matias Olímpio - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1867,2206100,Matias Olímpio - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,9003,2206209,Miguel Alves - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,9003,2206209,Miguel Alves - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206209,Miguel Alves - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206209,Miguel Alves - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,56240,2206209,Miguel Alves - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,318,2206308,Miguel Leão - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,318,2206308,Miguel Leão - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206308,Miguel Leão - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206308,Miguel Leão - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,598,2206308,Miguel Leão - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,3073,2206357,Milton Brandão - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3073,2206357,Milton Brandão - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206357,Milton Brandão - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206357,Milton Brandão - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3734,2206357,Milton Brandão - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1196,2206407,Monsenhor Gil - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1196,2206407,Monsenhor Gil - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206407,Monsenhor Gil - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206407,Monsenhor Gil - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2920,2206407,Monsenhor Gil - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,7065,2206506,Monsenhor Hipólito - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,7065,2206506,Monsenhor Hipólito - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206506,Monsenhor Hipólito - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206506,Monsenhor Hipólito - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,8315,2206506,Monsenhor Hipólito - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,36541,2206605,Monte Alegre do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,36541,2206605,Monte Alegre do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206605,Monte Alegre do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206605,Monte Alegre do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,323963,2206605,Monte Alegre do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1139,2206654,Morro Cabeça no Tempo - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1139,2206654,Morro Cabeça no Tempo - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206654,Morro Cabeça no Tempo - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206654,Morro Cabeça no Tempo - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,821,2206654,Morro Cabeça no Tempo - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1044,2206670,Morro do Chapéu do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1044,2206670,Morro do Chapéu do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206670,Morro do Chapéu do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206670,Morro do Chapéu do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2123,2206670,Morro do Chapéu do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1756,2206696,Murici dos Portelas - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1756,2206696,Murici dos Portelas - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206696,Murici dos Portelas - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206696,Murici dos Portelas - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,4269,2206696,Murici dos Portelas - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,424,2206704,Nazaré do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,424,2206704,Nazaré do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206704,Nazaré do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206704,Nazaré do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,568,2206704,Nazaré do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,608,2206720,Nazária - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,608,2206720,Nazária - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206720,Nazária - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206720,Nazária - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1227,2206720,Nazária - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,838,2206753,Nossa Senhora de Nazaré - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,838,2206753,Nossa Senhora de Nazaré - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206753,Nossa Senhora de Nazaré - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206753,Nossa Senhora de Nazaré - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1607,2206753,Nossa Senhora de Nazaré - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,985,2206803,Nossa Senhora dos Remédios - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,985,2206803,Nossa Senhora dos Remédios - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206803,Nossa Senhora dos Remédios - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206803,Nossa Senhora dos Remédios - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1566,2206803,Nossa Senhora dos Remédios - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1397,2206902,Novo Oriente do Piauí - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1397,2206902,Novo Oriente do Piauí - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206902,Novo Oriente do Piauí - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206902,Novo Oriente do Piauí - PI,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1604,2206902,Novo Oriente do Piauí - PI,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,705,2206951,Novo Santo Antônio - PI,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,705,2206951,Novo Santo Antônio - PI,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2206951,Novo Santo Antônio - PI,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2206951,Novo Santo Antônio - PI,2023,2023,112,Rendimento médio da produção,0,Total
